产品编码,产品名称,产品参数,产品类型,价格,平均得分,好评率,差评率,好评数,中评数,差评数,追评数
sku_id,name,parameters2,brand,price,average_score,good_rate,poor_rate,good_count,general_count,poor_count,after_count
11859515,最棒的成长（套装共6册）,"[{""出版社：\n                    "":""河北少年儿童出版社""},{""ISBN：9787537686075"":[]},""版次：1"",""商品编码：11859515"",""包装：平装"",""丛书名：\n            "",""\n  "",""开本：32开"",""出版时间：2016-03-01"",""用纸：轻型纸"",""套装数量：6""]",图书,114.5,5,0.994,0.002,5100,20,10,10
12184132,告状不如自己解决（全彩 注音版）,"[{""出版社：\n                    "":""河北少年儿童出版社""},{""ISBN：9787537679640"":[]},""版次：1"",""商品编码：12184132"",""包装：平装"",""开本：24开"",""出版时间：2017-04-01"",""用纸：胶版纸"",""正文语种：中文""]",图书,15.6,5,1,0,100,0,0,0
22431799455,砚边拾思,"[{""店铺： "":""人天图书专营店""},{""出版社：\n                    "":[""云南人民出版社""]},""ISBN：9787222156456"",""商品编码：22431799455""]",图书,25.5,5,1,0,0,0,0,0
16642944985,"正版 机械基础(边秀娟) 边秀娟,庞思红 化学工业出版社","[{""店铺： "":""墨砚聚客图书专营店""},{""出版社：\n                    "":[""化学工业出版社""]},""ISBN：9787122086075"",""商品编码：16642944985"",""包装：平装"",""出版时间：2010-08-01""]",图书,20.2,5,1,0,0,0,0,0
27313712664,"9787111562108 微信小程序：开发入门及案例详解 机械工业出版社 李骏,边思","[{""店铺： "":""聚雅图书专营店""},{""出版社：\n                    "":[""机械工业出版社""]},""ISBN：9787111562108"",""商品编码：27313712664"",""包装：平装-胶订"",""出版时间：2017-04-01""]",图书,38.4,5,1,0,0,0,0,0
12045707,文明的变迁：巴黎1896·寻找李鸿章,"[{""出版社：\n                    "":""东方出版社""},{""ISBN：9787506094221"":[]},""版次：1"",""商品编码：12045707"",""包装：精装"",""开本：32开"",""出版时间：2017-03-01"",""用纸：纯质纸"",""页数：276""]",图书,31,5,0.981,0,100,2,0,1
11365113,谁在导演世界,"[{""出版社：\n                    "":""中央编译出版社""},{""ISBN：9787511718181"":[]},""版次：1"",""商品编码：11365113"",""包装：平装"",""外文名称："",""开本：16开"",""出版时间：2013-12-01"",""用纸：胶版纸"",""页数：233"",""字数：260000"",""正文语种：中文""]",图书,36.5,5,0.989,0.006,1300,8,9,1
10339602277,现货 边芹作品两册 谁在导演世界+被颠覆的文明：我们怎么会落到这一步,"[{""店铺： "":""社科教育图书专营店""},{""出版社：\n                    "":[""东方出版社+中央编译出版社""]},""ISBN：9787506068406"",""商品编码：10339602277"",""开本：16""]",图书,63,5,0.973,0.011,100,3,2,2
15254505795,被颠覆的文明：我们怎么会落到这一步(升级版) 边芹,"[{""店铺： "":""南源图书专营店""},{""出版社：\n                    "":[""东方出版社""]},""ISBN：9787506090704"",""商品编码：15254505795"",""包装：平装"",""出版时间：2016-07-01""]",图书,32.8,5,1,0,0,0,0,0
27373586930,9787300104027 C++程序设计题解与实验指导(教材) 中国人民大学出版社 邓飞,"[{""店铺： "":""聚雅图书专营店""},{""出版社：\n                    "":[""中国人民大学出版社""]},""ISBN：9787300104027"",""商品编码：27373586930"",""包装：平装"",""出版时间：2009-04-01""]",图书,12.4,5,1,0,0,0,0,0
11231924,中华国学文库：伊川击壤集,"[{""出版社：\n                    "":""中华书局""},{""ISBN：9787101090611"":[]},""版次：1"",""商品编码：11231924"",""品牌："",""包装：精装"",""丛书名：\n            "",""\n  "",""开本：32开"",""出版时间：2013-01-01"",""页数：424""]",图书,31.5,5,0.975,0.004,200,5,1,1
12613102616,梅花易数讲义 增广校正白话绘图本 邵雍  周易书籍,"[{""店铺： "":""耕读图书专营店""},{""出版社：\n                    "":[""华龄出版社""]},""ISBN：9787801786036"",""商品编码：12613102616"",""包装：平装"",""出版时间：2009-04-01""]",图书,47.8,5,0.984,0.016,60,0,1,0
1481158074,科教发展评论第2辑 邹晓东主编 教育 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""浙江大学出版社""]},""ISBN：9787308143622"",""商品编码：1481158074"",""开本：其他"",""出版时间：2015-01-01"",""字数：122000""]",图书,15.2,5,1,0,0,0,0,0
23330214479,万年历三历速查(新版) 邹东陈,"[{""店铺： "":""智胜图书专营店""},{""出版社：\n                    "":[""北京科学技术出版社""]},""ISBN：9787530464632"",""商品编码：23330214479"",""包装：平装"",""出版时间：2014-01-01""]",图书,22.8,5,1,0,1,0,0,0
13238820388,2013汉语新词语 侯敏 邹煜 商务印书馆,"[{""店铺： "":""安庆新华书店图书专营店""},{""出版社：\n                    "":[""商务印书馆""]},""ISBN：9787100107655"",""商品编码：13238820388"",""包装：平装"",""出版时间：2014-11-01""]",图书,12.8,5,1,0,0,0,0,0
14299399203,医学影像学读片诊断图谱胸部分册 邹煜高莉主编 医学 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""人民卫生出版社""]},""ISBN：9787117244817"",""商品编码：14299399203"",""开本：16开"",""出版时间：2017-06-01"",""页数：229"",""字数：365000""]",图书,46.2,5,1,0,6,0,0,0
21584203428,Z正版 医学影像学读片诊断图谱 胸部分册 邹煜 9787117244817 人民卫生出版社,"[{""店铺： "":""旖旎春晖图书专营店""},{""出版社：\n                    "":[""人民卫生出版社""]},""ISBN：9787117244817"",""商品编码：21584203428"",""包装：平装-胶订"",""出版时间：2017-07-01""]",图书,48.2,5,1,0,0,0,0,0
18914636511,播音员主持人易读错的100个字 姚喜双 邹煜 商务印书馆,"[{""店铺： "":""墨砚聚客图书专营店""},{""出版社：\n                    "":[""商务印书馆""]},""ISBN：9787100117678"",""商品编码：18914636511"",""包装：平装-胶订"",""出版时间：2027-09-01""]",图书,14,5,1,0,0,0,0,0
12131602,数字电路与逻辑设计（第2版）,"[{""出版社：\n                    "":""人民邮电出版社""},{""ISBN：9787115446329"":[]},""版次：02"",""商品编码：12131602"",""包装：平装"",""丛书名：\n            "",""\n  "",""开本：16开"",""出版时间：2017-01-01"",""页数：316"",""正文语种：中文""]",图书,44.8,5,0.976,0.008,100,2,1,0
26070468372,数字电路与逻辑设计(第2版) 9787115446329,"[{""店铺： "":""中颐图书专营店""},{""出版社：\n                    "":[""人民邮电出版社""]},""ISBN：9787115446329"",""商品编码：26070468372"",""包装：平装-胶订"",""出版时间：2017-01-01""]",图书,33.9,5,1,0,0,0,0,0
27213033782,"（满79包邮）数字电路与逻辑设计(本科) 邹虹,贺利芳 9787115172402 人民邮","[{""店铺： "":""鸿扬千页图书专营店""},{""出版社：\n                    "":[""人民邮电出版社""]},""ISBN：9787115172402"",""商品编码：27213033782"",""包装：平装"",""出版时间：2010-09-01""]",图书,22.4,5,1,0,0,0,0,0
27395082755,数字电路与逻辑设计(第2版) 9787115446329 人民邮电出版社,"[{""店铺： "":""晚秋画月图书专营店""},{""出版社：\n                    "":[""人民邮电出版社""]},""ISBN：9787115446329"",""商品编码：27395082755"",""包装：平装-胶订"",""出版时间：2017-01-01""]",图书,31.4,5,1,0,0,0,0,0
12001094957,数字电路与逻辑设计-第2版,"[{""店铺： "":""中关村图书大厦图书音像专营店""},{""出版社：\n                    "":[""人民邮电出版社发行部""]},""ISBN：9787115446320"",""商品编码：12001094957"",""出版时间：2017-01-01""]",图书,42.3,5,1,0,0,0,0,0
16842220038,李小龙，不朽的东方传奇 郑杰 华中理工,"[{""店铺： "":""上海中法图旗舰店""},{""出版社：\n                    "":[""中南大学出版社""]},""ISBN：9787568030038"",""商品编码：16842220038"",""包装：平装"",""开本：32"",""出版时间：2017-08-01""]",图书,23.2,5,1,0,0,0,0,0
25508786655,为了合作的学习 让课堂变革真实地发生 郑杰 教育,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""华东师范大学出版社""]},""ISBN：9787567572041"",""商品编码：25508786655"",""开本：16开"",""出版时间：2018-01-01"",""页数：291"",""字数：300000""]",图书,41.8,5,1,0,1,0,0,0
11394694913,"金融工程概论 叶永刚,郑康彬 ,熊和平,彭红枫","[{""店铺： "":""南源图书专营店""},{""出版社：\n                    "":[""武汉大学出版社""]},""ISBN：9787307067844"",""商品编码：11394694913"",""包装：平装"",""出版时间：2009-07-01""]",图书,33.8,5,1,0,0,0,0,0
11404460414,梦旅行 念头集(1)风妈妈 云朵怎么啦 郑枫 少儿 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""广东新世纪出版社""]},""ISBN：9787540599591"",""商品编码：11404460414"",""丛书名：\n            "",""\n  "",""开本：32开"",""出版时间：2017-01-01"",""页数：153"",""字数：105000""]",图书,27.7,5,1,0,0,0,0,0
22181868002,给校长的建议（修订版）*9787300247243 郑杰,"[{""店铺： "":""思诺华教图书专营店""},{""出版社：\n                    "":[""中国人民大学出版社""]},""ISBN：9787300247243"",""商品编码：22181868002"",""包装：平装-胶订"",""出版时间：2017-09-01""]",图书,27.5,5,1,0,1,0,0,0
25641988896,学校的秘密(修订版) 郑杰,"[{""店铺： "":""盛德伟业图书专营店""},{""出版社：\n                    "":[""中国人民大学出版社""]},""ISBN：9787300247984"",""商品编码：25641988896"",""包装：平装-胶订"",""出版时间：2017-09-01""]",图书,31.4,5,1,0,0,0,0,0
26548766983,"梦旅行·念头集②：梦孩子，肚子里藏着海 郑枫,小刺猬 绘","[{""店铺： "":""智胜图书专营店""},{""出版社：\n                    "":[""新世纪出版社""]},""ISBN：9787540599607"",""商品编码：26548766983"",""包装：平装-锁线胶订"",""出版时间：2017-01-01""]",图书,27.3,5,1,0,0,0,0,0
26666649989,每天读点博弈心理学 郑杰,"[{""店铺： "":""读者科技图书专营店""},{""出版社：\n                    "":[""中国纺织出版社""]},""ISBN：9787518040902"",""商品编码：26666649989"",""包装：平装-胶订"",""出版时间：2018-02-01""]",图书,23.2,5,1,0,0,0,0,0
26665620045,"梦旅行 念头集②：梦孩子，肚子里藏着海 郑枫,小刺猬 绘","[{""店铺： "":""品读天下出版物专营店""},{""出版社：\n                    "":[""新世纪出版社""]},""ISBN：9787540599607"",""商品编码：26665620045"",""包装：平装-锁线胶订"",""出版时间：2017-01-01""]",图书,26.5,5,1,0,0,0,0,0
26670887359,"梦旅行 念头集②：梦孩子，肚子里藏着海 郑枫,小刺猬 绘","[{""店铺： "":""盛德伟业图书专营店""},{""出版社：\n                    "":[""新世纪出版社""]},""ISBN：9787540599607"",""商品编码：26670887359"",""包装：平装-锁线胶订"",""出版时间：2017-01-01""]",图书,26.9,5,1,0,0,0,0,0
27217068330,"梦旅行 念头集①:风妈妈，云朵怎么啦 新世纪出版社 郑枫,小刺猬 绘 9787540599","[{""店铺： "":""新图文轩图书专营店""},{""出版社：\n                    "":[""新世纪出版社""]},""ISBN：9787540599591"",""商品编码：27217068330"",""包装：平装-锁线胶订"",""出版时间：2017-01-01""]",图书,39,5,1,0,0,0,0,0
10990320486,礼记/郑玄注,"[{""店铺： "":""文轩网少儿专营店""},{""出版社：\n                    "":[""中华书局有限公司""]},""ISBN：9787101112290"",""商品编码：10990320486"",""开本：其他"",""出版时间：2015-09-01"",""页数：337""]",图书,462.4,5,1,0,0,0,0,0
27087157333,,"[{""店铺： "":""悦然图书专营店""},{""出版社：\n                    "":[""中华书局""]},""ISBN：9787101111712"",""商品编码：27087157333"",""包装：线装"",""出版时间：2015-09-01""]",图书,533,5,1,0,0,0,0,0
26892646254,礼记(共5册)(精) 【汉】郑玄 注,"[{""店铺： "":""典则俊雅图书专营店""},{""出版社：\n                    "":[""中华书局""]},""ISBN：9787101112290"",""商品编码：26892646254"",""包装：线装"",""出版时间：2015-09-01""]",图书,498.4,5,1,0,0,0,0,0
13889770725,礼记\/郑玄注,"[{""店铺： "":""闻知图书专营店""},{""出版社：\n                    "":[""中华书局有限公司""]},""ISBN：9787101112290"",""商品编码：13889770725""]",图书,524.5,5,1,0,0,0,0,0
25560875538,郑玄《三礼注》《毛诗笺》同源词研究,"[{""店铺： "":""文轩网教育考试专营店""},{""出版社：\n                    "":[""北京师范大学出版社""]},""ISBN：9787303218523"",""商品编码：25560875538"",""出版时间：2017-10-01""]",图书,54.4,5,1,0,0,0,0,0
27318915662,诗经(全5册)(线装本) 【汉】郑玄 笺 9787101111712,"[{""店铺： "":""国华书刊林""},{""出版社：\n                    "":[""中华书局""]},""ISBN：9787101111712"",""商品编码：27318915662"",""包装：线装"",""出版时间：2015-09-01""]",图书,455,5,1,0,0,0,0,0
12228956,人生自有境界,"[{""出版社：\n                    "":""学林出版社""},{""ISBN：9787548612919"":[]},""版次：1"",""商品编码：12228956"",""包装：精装"",""丛书名：\n            "",""\n  "",""开本：32开"",""出版时间：2017-08-01"",""用纸：胶版纸"",""页数：196"",""字数：99000"",""正文语种：中文""]",图书,32.2,5,0.998,0,900,2,0,2
22223296914,诗酒趁年华 郦波 小说 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""学林出版社""]},""ISBN：9787548613237"",""商品编码：22223296914"",""开本：32开"",""出版时间：0002-12-03""]",图书,35.6,5,1,0,10,0,0,0
27219061531,人生自有境界 郦波 学林出版社,"[{""店铺： "":""安庆新华书店图书专营店""},{""出版社：\n                    "":[""学林出版社""]},""ISBN：9787548612919"",""商品编码：27219061531"",""包装：精装"",""出版时间：2017-08-01""]",图书,28.1,5,1,0,0,0,0,0
1027594984,是非善恶卷 郭漫 少儿 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""航空工业出版社""]},""ISBN：9787802439566"",""商品编码：1027594984"",""丛书名：\n            "",""\n  "",""开本：16开"",""出版时间：2012-07-01"",""页数：122"",""字数：240000""]",图书,10.6,5,1,0,0,0,0,0
1740287190,重要检疫性杂草的鉴定化感与风险研究 郭琼霞 科学出版社,"[{""店铺： "":""科学出版社旗舰店""},{""出版社：\n                    "":[""科学出版社""]},""ISBN：9787030366207"",""版次：1"",""商品编码：1740287190"",""包装：平装"",""出版时间：2014-07-01""]",图书,126.4,5,1,0,0,0,0,0
25613877537,动物世界 郭漫,"[{""店铺： "":""盛德伟业图书专营店""},{""出版社：\n                    "":[""华夏出版社""]},""ISBN：9787508059556"",""商品编码：25613877537"",""包装：平装"",""出版时间：2011-01-01""]",图书,14,5,1,0,0,0,0,0
27010120382,资治通鉴 精编普及版 郭漫,"[{""店铺： "":""读者科技图书专营店""},{""出版社：\n                    "":[""华夏出版社""]},""ISBN：9787508059464"",""商品编码：27010120382"",""包装：平装"",""出版时间：2011-01-01""]",图书,14.3,5,1,0,0,0,0,0
27010125524,探索奥秘世界 郭漫,"[{""店铺： "":""读者科技图书专营店""},{""出版社：\n                    "":[""华夏出版社""]},""ISBN：9787508059570"",""商品编码：27010125524"",""包装：平装"",""出版时间：2011-01-01""]",图书,14.3,5,1,0,0,0,0,0
23946706235,先进制造技术 郭琼主编 大中专教材教辅 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""机械工业出版社""]},""ISBN：9787111582106"",""商品编码：23946706235"",""开本：16开"",""出版时间：2018-01-01"",""页数：210"",""字数：328000""]",图书,33.1,5,1,0,0,0,0,0
27010145088,中华上下五千年 郭漫,"[{""店铺： "":""读者科技图书专营店""},{""出版社：\n                    "":[""华夏出版社""]},""ISBN：9787508060934"",""商品编码：27010145088"",""包装：平装"",""出版时间：2011-01-01""]",图书,14.3,5,1,0,0,0,0,0
27010148799,中华典故 郭漫,"[{""店铺： "":""读者科技图书专营店""},{""出版社：\n                    "":[""华夏出版社""]},""ISBN：9787508059495"",""商品编码：27010148799"",""包装：平装"",""出版时间：2011-01-01""]",图书,14.3,5,1,0,0,0,0,0
26796593663,重要检疫性杂草的鉴定、化感与风险研究 郭琼霞 科学出版社有限责任公司,"[{""店铺： "":""诺鼎言图书专营店""},{""出版社：\n                    "":[""科学出版社有限责任公司""]},""ISBN：9787030366207"",""商品编码：26796593663"",""包装：平装-胶订"",""出版时间：2016-08-01""]",图书,118.8,5,1,0,0,0,0,0
25662225984,晓光鉴画 郭晓光,"[{""店铺： "":""盛德伟业图书专营店""},{""出版社：\n                    "":[""中国人民大学出版社""]},""ISBN：9787300196534"",""商品编码：25662225984"",""包装：平装"",""出版时间：2014-07-01""]",图书,36,5,1,0,0,0,0,0
17044863040,晓光鉴画  郭晓光著 绘画理论,"[{""店铺： "":""儒扬文化图书专营店""},{""出版社：\n                    "":[""中国人民大学出版社""]},""ISBN：9787300196534"",""商品编码：17044863040"",""包装：平装"",""出版时间：2014-07-01""]",图书,31.5,5,1,0,0,0,0,0
26276505800,晓光鉴画 郭晓光 9787300196534,"[{""店铺： "":""睿智启图书专营店""},{""出版社：\n                    "":[""中国人民大学出版社""]},""ISBN：9787300196534"",""商品编码：26276505800"",""包装：平装"",""出版时间：2014-07-01""]",图书,31.1,5,1,0,0,0,0,0
10245137462,麦克手绘 空间设计快速表现研究(第2版) 陈骥乐贾雨佳郭贝贝 艺术 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""人民邮电出版社""]},""ISBN：9787115417893"",""商品编码：10245137462"",""开本：12开"",""出版时间：2016-04-01"",""页数：167"",""字数：303000""]",图书,39.5,5,1,0,0,0,0,0
25636915957,高校博物馆发展研究：以上海地区为中心 郭骥 曹永玓 冯志浩,"[{""店铺： "":""盛德伟业图书专营店""},{""出版社：\n                    "":[""中国文联出版社""]},""ISBN：9787519013424"",""商品编码：25636915957"",""包装：平装"",""出版时间：2016-07-01""]",图书,24.1,5,1,0,0,0,0,0
13380687772,正版现货 高校博物馆发展研究：以上海地区为中心 郭骥 曹永玓 冯志浩 中国文联出版社,"[{""店铺： "":""墨砚聚客图书专营店""},{""出版社：\n                    "":[""中国文联出版社""]},""ISBN：9787519013424"",""商品编码：13380687772"",""包装：平装"",""出版时间：2016-07-01""]",图书,21.6,5,1,0,0,0,0,0
26894601981,"《突破难关：速写人物》  郭鉴文,吕培桓, 安徽美术出版社","[{""店铺： "":""北京知画图书专营店""},{""出版社：\n                    "":[""安徽美术出版社""]},""ISBN：9787539811550"",""商品编码：26894601981"",""包装：平装"",""出版时间：2003-08-01""]",图书,122,5,1,0,0,0,0,0
26673845302,【库存书】,"[{""店铺： "":""悦然图书专营店""},{""出版社：\n                    "":[""上海大学出版社""]},""ISBN：9787567115132"",""商品编码：26673845302"",""包装：平装"",""出版时间：2014-12-01""]",图书,79.4,5,1,0,0,0,0,0
13758179108,室内快题设计与表现 贾雨佳陈骥乐郭贝贝 艺术 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""人民邮电出版社""]},""ISBN：9787115458995"",""商品编码：13758179108"",""开本：16开"",""出版时间：2017-07-01"",""页数：161"",""字数：322000""]",图书,49.1,5,1,0,0,0,0,0
11782206,跟谁都合得来,"[{""出版社：\n                    "":""文汇出版社""},{""ISBN：9787549615438"":[]},""版次：1"",""商品编码：11782206"",""包装：平装"",""开本：16开"",""出版时间：2015-09-01"",""用纸：胶版纸"",""页数：248"",""字数：210000"",""正文语种：中文""]",图书,23.2,5,1,0,3,0,0,0
26161570431,"慢慢来,一切都会云淡风轻","[{""店铺： "":""闻知图书专营店""},{""出版社：\n                    "":[""中国华侨出版社""]},""ISBN：9787511336422"",""商品编码：26161570431"",""出版时间：2013-07-01""]",图书,21.1,5,1,0,0,0,0,0
12020909166,包邮 乡关何处 野夫作品精装版 故乡 故人 故事 柴静作序 土家野夫经典著作中国现当代随,"[{""店铺： "":""布克专营店""},{""出版社：\n                    "":[""北京十月文艺出版社""]},""ISBN：9787530215616"",""商品编码：12020909166"",""包装：精装"",""开本：32"",""出版时间：2016-04-01"",""页数：224"",""字数：120000""]",图书,29.5,5,0.934,0,10,1,0,0
10246350323,新书现货 乡关何处 土家野夫 著 野夫知名度很高的经典之作 新版收录柴静作序,"[{""店铺： "":""博睿图书""},{""出版社：\n                    "":[""十月文艺出版社""]},""ISBN：9787530215616"",""商品编码：10246350323""]",图书,28.8,5,1,0,6,0,0,0
11294058,身边的江湖,"[{""出版社：\n                    "":""广东人民出版社""},{""ISBN：9787218087351"":[]},""版次：1"",""商品编码：11294058"",""品牌："",""包装：平装"",""开本：32开"",""出版时间：2013-09-01"",""用纸：胶版纸"",""页数：256"",""字数：140000"",""正文语种：中文""]",图书,20.7,5,0.987,0.002,5000,50,10,7
12337993133,乡关何处 9787530215616,"[{""店铺： "":""美美阳光图书专营店""},{""出版社：\n                    "":[""北京十月文艺出版社""]},""ISBN：9787530215616"",""商品编码：12337993133"",""包装：精装"",""出版时间：2016-04-01""]",图书,28.1,5,1,0,0,0,0,0
26536935583,身边的江湖(网随机附赠作者诗歌手迹)《乡关何处》兄弟篇，台北国际书展“非小说类”大奖得主野,"[{""店铺： "":""北京文博宏图图书专营店""},{""出版社：\n                    "":[""广东人民出版社""]},""ISBN：9787218087351"",""商品编码：26536935583"",""包装：平装"",""出版时间：2013-09-01""]",图书,20.8,5,1,0,0,0,0,0
26182398633,乡关何处,"[{""店铺： "":""北京群洲文化专营店""},{""出版社：\n                    "":[""北京十月文艺出版社""]},""ISBN：9787530215616"",""商品编码：26182398633"",""包装：精装"",""出版时间：2016-04-01""]",图书,24.2,5,1,0,0,0,0,0
1470536737,跟随电影看世界 金利主编 艺术 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""科学出版社""]},""ISBN：9787030373922"",""商品编码：1470536737"",""开本：其他"",""出版时间：2015-01-01"",""页数：200"",""字数：400000""]",图书,27.9,5,1,0,0,0,0,0
1544162232,大学英语四级押题密卷 金利主编 考试英语与其他外语 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""科学出版社""]},""ISBN：9787030434470"",""商品编码：1544162232"",""丛书名：\n            "",""\n  "",""开本：其他"",""出版时间：2015-04-01"",""页数：348"",""字数：540000""]",图书,25.8,5,1,0,1,0,0,0
10432984694,当代中国概览(英) 当代中国系列丛书 金帛 社会科学 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""五洲传播出版社""]},""ISBN：9787508527963"",""商品编码：10432984694"",""出版时间：2014-06-01"",""页数：370"",""字数：280000""]",图书,120.3,5,1,0,0,0,0,0
13364288676,正版现货 鉴宝：古典家具 金帛 浙江摄影出版社,"[{""店铺： "":""墨砚聚客图书专营店""},{""出版社：\n                    "":[""浙江摄影出版社""]},""ISBN：9787551412216"",""商品编码：13364288676"",""包装：平装"",""出版时间：2016-01-01""]",图书,49,5,1,0,0,0,0,0
1595040847,仡佬族民俗文化研究 钟金贵 艺术 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""民族出版社""]},""ISBN：9787105125609"",""商品编码：1595040847"",""出版时间：2015-02-01""]",图书,15.3,5,1,0,0,0,0,0
10074335289,农产品品质学第3卷 郑金贵编 科技 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""厦门大学出版社""]},""ISBN：9787561557037"",""商品编码：10074335289"",""开本：其他"",""出版时间：2015-08-01"",""页数：430"",""字数：860000""]",图书,72,5,1,0,0,0,0,0
25872811585,证据法学 潘金贵,"[{""店铺： "":""盛德伟业图书专营店""},{""出版社：\n                    "":[""法律出版社""]},""ISBN：9787511845931"",""商品编码：25872811585"",""包装：平装"",""出版时间：2013-02-01""]",图书,19.2,5,1,0,0,0,0,0
12045768971,男人来自火星 女人来自金星,"[{""店铺： "":""文轩网少儿专营店""},{""出版社：\n                    "":[""江西人民出版社""]},""ISBN：9787210075165"",""商品编码：12045768971"",""出版时间：2017-04-01""]",图书,24.7,5,1,0,0,0,0,0
24345663544,[正版二手] 美国在崩溃,"[{""店铺： "":""独峰书院图书专营店""},{""出版社：\n                    "":[""云南人民出版社""]},""ISBN：9787222060517"",""商品编码：24345663544"",""包装：平装"",""出版时间：2009-09-01""]",图书,14,5,1,0,0,0,0,0
13471664245,高级计量经济学(下册),"[{""店铺： "":""北京大学出版社旗舰店""},{""出版社：\n                    "":[""北京大学出版社""]},""ISBN：9787301187739"",""商品编码：13471664245"",""包装：平装"",""出版时间：2011-05-01""]",图书,46.4,5,1,0,10,0,0,0
19936961514,带我走 钟声,"[{""店铺： "":""智胜图书专营店""},{""出版社：\n                    "":[""人民文学出版社""]},""ISBN：9787020091928"",""商品编码：19936961514"",""包装：平装"",""出版时间：2012-06-01""]",图书,18.8,5,1,0,0,0,0,0
21090811603,钟声扬诗文集（全6册） 钟声扬,"[{""店铺： "":""智胜图书专营店""},{""出版社：\n                    "":[""人民文学出版社""]},""ISBN：9787020110858"",""商品编码：21090811603"",""包装：平装"",""出版时间：2016-04-01""]",图书,598.4,5,1,0,0,0,0,0
26712739798,高级计量经济学(下册),"[{""店铺： "":""天泰尚图书专营店""},{""出版社：\n                    "":[""北京大学出版社""]},""ISBN：9787301187739"",""商品编码：26712739798"",""包装：平装"",""出版时间：2011-05-01""]",图书,49.9,5,1,0,0,0,0,0
27374400003,9787020091928 带我走 人民文学出版社 钟声,"[{""店铺： "":""聚雅图书专营店""},{""出版社：\n                    "":[""人民文学出版社""]},""ISBN：9787020091928"",""商品编码：27374400003"",""包装：平装"",""出版时间：2012-06-01""]",图书,15.5,5,1,0,0,0,0,0
13900925452,钟声扬诗文集,"[{""店铺： "":""闻知图书专营店""},{""出版社：\n                    "":[""人民文学出版社""]},""ISBN：9787020110858"",""商品编码：13900925452""]",图书,525.3,5,1,0,0,0,0,0
10858921879,钟灵毓秀－嘉定历代名人 9787553504292,"[{""店铺： "":""小马奔腾图书专营店""},{""出版社：\n                    "":[""上海世纪出版股份有限公司""]},""ISBN：9787553504292"",""商品编码：10858921879"",""包装：平装"",""出版时间：2015-11-01""]",图书,44,5,1,0,0,0,0,0
13812567656,法史新裁 民族与历史视野中的法律 陶钟灵 法律 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""中国社会科学出版社""]},""ISBN：9787516197646"",""商品编码：13812567656"",""开本：其他"",""出版时间：2016-12-01"",""页数：236"",""字数：216000""]",图书,34,5,1,0,0,0,0,0
22714928934,钟灵毓秀：吴敏达长体清懿诗集,"[{""店铺： "":""人天图书专营店""},{""出版社：\n                    "":[""苏州大学出版社""]},""ISBN：9787567220751"",""商品编码：22714928934""]",图书,154.8,5,1,0,0,0,0,0
26140400803,,"[{""店铺： "":""悦然图书专营店""},{""出版社：\n                    "":[""重庆大学出版社""]},""ISBN：9787562472773"",""商品编码：26140400803"",""包装：平装"",""出版时间：2013-03-01""]",图书,7.9,5,1,0,0,0,0,0
19519033347,"[正版二手] 当时忍住就好了 肯 林德纳,钱峰  9787505732391","[{""店铺： "":""宝征图书专营店""},{""出版社：\n                    "":[""中国友谊出版公司""]},""ISBN：9787505732391"",""商品编码：19519033347"",""包装：平装-胶订"",""出版时间：2013-12-01""]",图书,17.1,5,1,0,0,0,0,0
10376312793,"互联网思维：新商业模式与运营革命的行动指南 (美)沙,钱峰 中国人民大学出版社","[{""店铺： "":""人大社明德求是书店""},{""出版社：\n                    "":[""中国人民大学出版社""]},""ISBN：7300195209"",""版次：1"",""商品编码：10376312793"",""包装：平装"",""出版时间：2014-07-01""]",图书,26.3,3,0,0,0,1,0,0
12106445038,我的生涯笔记 初中生涯发展指导手册 钱静峰编 教育 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""上海交通大学出版社""]},""ISBN：9787313158123"",""商品编码：12106445038"",""开本：16开"",""出版时间：2016-09-01"",""页数：125"",""字数：106000""]",图书,17.4,5,1,0,2,0,0,0
