产品编码,产品名称,产品参数,产品类型,价格,平均得分,好评率,差评率,好评数,中评数,差评数,追评数
sku_id,name,parameters2,brand,price,average_score,good_rate,poor_rate,good_count,general_count,poor_count,after_count
11882149,税务流程与纳税申报实训（第三版）,"[{""出版社：\n                    "":""厦门大学出版社""},{""ISBN：9787561559130"":[]},""版次：1"",""商品编码：11882149"",""包装：平装"",""丛书名：\n            "",""\n  "",""开本：16开"",""出版时间：2016-01-01"",""用纸：胶版纸"",""页数：334"",""字数：550000"",""正文语种：中文""]",图书,29.2,5,1,0,10,0,0,0
11712505,美国学生经典历史教材：美国历史（英汉双语朗读版）,"[{""出版社：\n                    "":""天津人民出版社""},{""ISBN：9787201093437"":[]},""版次：1"",""商品编码：11712505"",""品牌："",""包装：平装"",""开本：32开"",""出版时间：2015-06-01"",""用纸：胶版纸"",""页数：536"",""正文语种：中文，英文"",""附件数量：1""]",图书,37.1,5,0.995,0.005,300,0,2,0
11783025,内科学（供8年制及7年制5+3一体化临床医学等专业用 第3版 套装上下册）,"[{""出版社：\n                    "":""人民卫生出版社""},{""ISBN：9787117207546"":[]},""版次：3"",""商品编码：11783025"",""包装：平装"",""丛书名：\n            "",""\n  "",""开本：16开"",""出版时间：2015-09-01"",""用纸：胶版纸"",""页数：1304"",""套装数量：2""]",图书,135.1,5,0.992,0.002,1300,9,4,6
11957511,网络设备管理与维护项目教程（cisco  packet  trace 模拟器版）,"[{""出版社：\n                    "":""科学出版社""},{""ISBN：9787030487360"":[]},""版次：1"",""商品编码：11957511"",""包装：平装"",""丛书名：\n            "",""\n  "",""开本：16开"",""出版时间：2016-07-01"",""用纸：胶版纸"",""字数：260000""]",图书,25.2,5,1,0,20,0,0,0
11967401,民法（第6版）,"[{""出版社：\n                    "":""北京大学出版社""},{""ISBN：9787301274262"":[]},""版次：6"",""商品编码：11967401"",""包装：平装"",""丛书名：\n            "",""\n  "",""开本：16开"",""出版时间：2016-08-01"",""用纸：胶版纸"",""页数：1600"",""字数：952000"",""正文语种：中文（简体）""]",图书,62.1,5,0.988,0.006,200,2,2,1
12110980,幼儿照护员（初级技能）,"[{""出版社：\n                    "":""浙江大学出版社""},{""ISBN：9787308163866"":[]},""版次：1"",""商品编码：12110980"",""包装：平装"",""丛书名：\n            "",""\n  "",""开本：16开"",""出版时间：2016-12-01"",""用纸：胶版纸"",""页数：110"",""字数：150000"",""正文语种：中文""]",图书,18.5,5,1,0,0,0,0,0
12044359,财务管理（第八版）,"[{""出版社：\n                    "":""中国财政经济出版社""},{""ISBN：9787509571057"":[]},""版次：8"",""商品编码：12044359"",""包装：平装"",""开本：16开"",""出版时间：2017-02-01"",""用纸：胶版纸""]",图书,17.1,5,1,0,2,0,0,0
12139635,现代操作系统（原书第4版）,"[{""出版社：\n                    "":""机械工业出版社""},{""ISBN：9787111573692"":[]},""版次：1"",""商品编码：12139635"",""品牌："",""包装：平装"",""丛书名：\n            "",""\n  "",""开本：16开     "",""出版时间：2017-07-01"",""用纸：胶版纸"",""页数：610""]",图书,72.7,5,0.994,0.004,1700,5,8,4
1028176256,R语言编程艺术 麦特洛夫 计算机与互联网 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""机械工业出版社""]},""ISBN：9787111423140"",""商品编码：1028176256"",""开本：其他"",""出版时间：2013-05-01"",""页数：303""]",图书,45.4,5,1,0,30,0,0,0
11312016,R语言与数据挖掘套装（京东套装共2册）,"[{""出版社：\n                    "":""机械工业出版社""},{""ISBN：11312016"":[]},""版次：1"",""商品编码：11312016"",""包装：平装"",""开本：16开"",""出版时间：2013-05-01"",""用纸：胶版纸"",""套装数量：2"",""正文语种：中文""]",图书,97.3,5,1,0,0,0,0,0
12117593,深度学习与R语言,"[{""出版社：\n                    "":""机械工业出版社""},{""ISBN：9787111570738"":[]},""版次：1"",""商品编码：12117593"",""品牌："",""包装：平装"",""开本：16开"",""出版时间：2017-07-01"",""用纸：胶版纸""]",图书,40.4,5,0.972,0.007,100,3,1,1
12245094,数据科学：R语言实现（影印版 英文版）,"[{""出版社：\n                    "":""东南大学出版社""},{""ISBN：9787564173531"":[]},""版次：1"",""商品编码：12245094"",""包装：平装"",""外文名称："",""开本：16开"",""出版时间：2017-10-01"",""用纸：胶版纸"",""页数：492"",""字数：566000"",""正文语种：英文""]",图书,96.1,5,0.997,0,2100,7,2,1
12292495,应用时间序列分析 R软件陪同（第2版）,"[{""出版社：\n                    "":""机械工业出版社""},{""ISBN：9787111587026"":[]},""版次：2"",""商品编码：12292495"",""品牌："",""包装：平装"",""丛书名：\n            "",""\n  "",""开本：16开     "",""出版时间：2018-01-01"",""用纸：胶版纸"",""页数：264""]",图书,40.4,5,1,0,40,0,0,0
12309246,MATLAB R2016a神经网络设计与应用28个案例分析（精通MATLAB）,"[{""出版社：\n                    "":""清华大学出版社""},{""ISBN：9787302477884"":[]},""版次：1"",""商品编码：12309246"",""包装：平装"",""开本：16开"",""出版时间：2017-12-01"",""用纸：胶版纸"",""页数：437"",""字数：689000"",""正文语种：中文""]",图书,87.6,5,1,0,20,0,0,0
20722659730,R并行编程实战 等 计算机与互联网 书籍,"[{""店铺： "":""文轩网旗舰店""},{""出版社：\n                    "":[""机械工业出版社""]},""ISBN：9787111576372"",""商品编码：20722659730"",""开本：16开"",""出版时间：2018-01-01"",""页数：186""]",图书,44.3,5,1,0,1,0,0,0
10325564633,包邮  R语言实战(第2版)+利用Python进行数据分析  2本,"[{""店铺： "":""旷氏文豪图书专营店""},{""出版社：\n                    "":[""机械工业出版社""]},""ISBN：9787111436737"",""商品编码：10325564633"",""页数：1"",""字数：1""]",图书,139.5,5,1,0,80,0,0,0
30206410,R语言数据分析与挖掘实战,[],数字内容,25,5,1,0,10,0,0,0
30286839,R语言与数据挖掘,[],数字内容,25,5,1,0,10,0,0,0
27133244376,R语言实战 第2版,"[{""店铺： "":""悦读时代图书专营店""},{""出版社：\n                    "":[""人民邮电出版社""]},""ISBN：9787115420572"",""商品编码：27133244376"",""包装：平装-胶订"",""出版时间：2016-05-01""]",图书,59.4,5,1,0,0,0,0,0
25661483505,奇幻梦境:一本漫游奇境的手绘涂色书 Amily沈凤如 9787550228269,"[{""店铺： "":""智博天恒图书专营店""},{""出版社：\n                    "":[""北京联合出版公司""]},""ISBN：9787550228269"",""商品编码：25661483505"",""包装：平装"",""出版时间：2015-07-01""]",图书,21.8,5,1,0,0,0,0,0
26183474241,一学就会的钢珠笔涂鸦 Amily,"[{""店铺： "":""品读天下出版物专营店""},{""出版社：\n                    "":[""现代出版社""]},""ISBN：9787514351781"",""商品编码：26183474241"",""包装：平装"",""出版时间：2016-08-01""]",图书,17.9,5,1,0,0,0,0,0
1055200829,【预订】John Ayers,"[{""店铺： "":""中国进口图书旗舰店""},{""出版社：\n                    "":[""Chrono Press""]},""ISBN：9786139860722"",""商品编码：1055200829"",""页数：172""]",图书,796,5,1,0,0,0,0,0
1104539837,Masculine Shame: From Succubus to the Eter...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Routledge""]},""ISBN：9780415390385"",""商品编码：1104539837"",""包装：精装"",""外文名称："",""出版时间：2011-05-23"",""页数：190"",""正文语种：英语""]",图书,1365,5,1,0,0,0,0,0
26713457719,正版  缤纷钢珠笔的不败贴 Amily 9787514318968,"[{""店铺： "":""博古通今图书专营店""},{""出版社：\n                    "":[""现代出版社""]},""ISBN：9787514318968"",""商品编码：26713457719"",""包装：平装"",""出版时间：2013-12-01""]",图书,19.2,5,1,0,0,0,0,0
1051953672,【预订】Dr. Von Neumayers Anleitung Zu,"[{""店铺： "":""中国进口图书旗舰店""},{""出版社：\n                    "":[""Europaischer Hochschulverlag Gmbh \u0026 Co. Kg""]},""ISBN：9783867412384"",""商品编码：1051953672"",""页数：404""]",图书,627,5,1,0,0,0,0,0
1098800788,"Gramsci, Political Economy, and Internatio...","[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Palgrave MacMillan""]},""ISBN：9780230605824"",""商品编码：1098800788"",""包装：精装"",""外文名称："",""出版时间：2008-12-15"",""页数：258"",""正文语种：英语""]",图书,1328,5,1,0,0,0,0,0
10106535581,【预订】Henry Ayers: The Man Who Became a,"[{""店铺： "":""中国进口图书旗舰店""},{""出版社：\n                    "":[""进口原版图书""]},""ISBN：9781848855632"",""商品编码：10106535581"",""页数：267""]",图书,511,5,1,0,0,0,0,0
19088402227,"Modernism, Internationalism and the Russia...","[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Edinburgh University P...""]},""ISBN：9780748647330"",""商品编码：19088402227"",""包装：精装"",""外文名称："",""出版时间：2014-10-31"",""页数：256"",""正文语种：英语""]",图书,1163,5,1,0,0,0,0,0
1052230700,【预订】Luis Dar O Calvo,"[{""店铺： "":""中国进口图书旗舰店""},{""出版社：\n                    "":[""Cede Publishing""]},""ISBN：9786135970944"",""商品编码：1052230700"",""页数：132""]",图书,770,5,1,0,0,0,0,0
1098404727,Nanoalloys: From Fundamentals to Emergent ...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Elsevier""]},""ISBN：9780123944016"",""商品编码：1098404727"",""包装：精装"",""外文名称："",""出版时间：2013-04-01"",""页数：432"",""正文语种：英语""]",图书,2625,5,1,0,0,0,0,0
10144127214,【预订】Daniel Gonz Lez Calvo,"[{""店铺： "":""中国进口图书旗舰店""},{""出版社：\n                    "":[""进口原版书""]},""ISBN：9786136604763"",""商品编码：10144127214"",""页数：18""]",图书,527,5,1,0,0,0,0,0
12208744142,【预订】Carmen Calvo: All the Shadows the Eye,"[{""店铺： "":""中国进口图书旗舰店""},{""出版社：\n                    "":[""LA FABRICA""]},""ISBN：9788415691631"",""商品编码：12208744142"",""页数：192""]",图书,244,5,1,0,0,0,0,0
11157448147,Kikeo and the Whale,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Blurb""]},""ISBN：9781364236144"",""商品编码：11157448147"",""包装：平装"",""外文名称："",""出版时间：2016-03-17"",""页数：24"",""正文语种：英语""]",图书,125,5,1,0,0,0,0,0
14602250374,The Calvo Doctrine and the Hull Formula: :...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Book Venture Publishin...""]},""ISBN：9781640691216"",""商品编码：14602250374"",""包装：平装"",""外文名称："",""出版时间：2017-05-30"",""页数：72"",""正文语种：英语""]",图书,99,5,1,0,0,0,0,0
13723416721,The Gardening in Miniature Prop Shop: Hand...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Timber Press OR""]},""ISBN：9781604697018"",""商品编码：13723416721"",""包装：平装"",""外文名称："",""出版时间：2017-06-01"",""页数：248"",""正文语种：英语""]",图书,240,5,1,0,0,0,0,0
11152182347,"Roberto Bolano, a Less Distant Star: Criti...","[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Palgrave MacMillan""]},""ISBN：9781349504886"",""商品编码：11152182347"",""包装：平装"",""外文名称："",""出版时间：2013-12-31"",""页数：220"",""正文语种：英语""]",图书,921,5,1,0,0,0,0,0
1202152116,Reasoning with Uncertainty in Robotics: ...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Springer""]},""ISBN：9783540613763"",""商品编码：1202152116"",""包装：平装"",""外文名称："",""出版时间：1996-06-12"",""页数：395"",""正文语种：英语""]",图书,999,5,1,0,0,0,0,0
1644567159,Frame Innovation: Create New Thinking by D...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Mit Press""]},""ISBN：9780262324311"",""商品编码：1644567159"",""包装：精装"",""外文名称："",""出版时间：2015-03-27"",""页数：224"",""正文语种：英语""]",图书,278,5,1,0,0,0,0,0
1108716857,Guide to Geometric Algebra in Practice,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Springer""]},""ISBN：9780857298102"",""商品编码：1108716857"",""包装：精装"",""外文名称："",""出版时间：2011-08-29"",""页数：458"",""正文语种：英语""]",图书,1375,5,1,0,0,0,0,0
19659831,Alive in Necropolis,"[{""出版社：\n                    "":""Penguin Group USA""},{""ISBN：9781594489877"":[]},""商品编码：19659831"",""页数：437"",""正文语种：英文""]",图书,299.9,5,1,0,0,0,0,0
23397018279,Rush,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Lulu com""]},""ISBN：9781447882749"",""商品编码：23397018279"",""包装：平装"",""外文名称："",""出版时间：2012-01-21"",""页数：144"",""正文语种：英语""]",图书,154,5,1,0,0,0,0,0
24593114716,Notes on Design: How Creative Practice Works,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Bis Publishers""]},""ISBN：9789063694654"",""商品编码：24593114716"",""包装：平装"",""外文名称："",""出版时间：2017-10-19"",""页数：268"",""正文语种：英语""]",图书,203,5,1,0,0,0,0,0
1130652216,Phytosterols as Functional Food Componen...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""CRC Press""]},""ISBN：9780824747503"",""商品编码：1130652216"",""包装：精装"",""外文名称："",""出版时间：2003-12-02"",""页数：450"",""正文语种：英语""]",图书,3316,5,1,0,0,0,0,0
1207046111,An Approach to Design New Efficient Encr...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""LAP Lambert Academic P...""]},""ISBN：9783844300826"",""商品编码：1207046111"",""包装：平装"",""外文名称："",""出版时间：2011-01-24"",""页数：320"",""正文语种：英语""]",图书,1163,5,1,0,0,0,0,0
1188382007,Ambivalence in Hardy: A Study of His Attit...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Palgrave MacMillan""]},""ISBN：9780333744864"",""商品编码：1188382007"",""包装：精装"",""外文名称："",""出版时间：2000-05-05"",""页数：256"",""正文语种：英语""]",图书,1961,5,1,0,0,0,0,0
1199777408,Angus & Robertson and the British Trade ...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Anthem Press""]},""ISBN：9781783080588"",""商品编码：1199777408"",""包装：平装"",""外文名称："",""出版时间：2013-10-01"",""页数：256"",""正文语种：英语""]",图书,523,5,1,0,0,0,0,0
19747744,James Ensor 詹姆斯·恩索尔,"[{""出版社：\n                    "":""Thames \u0026 Hudson""},{""ISBN：9781910350454"":[]},""商品编码：19747744"",""页数：176""]",图书,287.4,5,1,0,1,0,0,0
1105576601,Act One: The Kids,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""iUniverse""]},""ISBN：9780595446124"",""商品编码：1105576601"",""包装：平装"",""外文名称："",""出版时间：2007-06-21"",""页数：152"",""正文语种：英语""]",图书,145,5,1,0,0,0,0,0
10280367909,【预订】James Ensor,"[{""店铺： "":""中国进口图书旗舰店""},{""出版社：\n                    "":[""Andesite Press""]},""ISBN：9781296625412"",""商品编码：10280367909"",""页数：236""]",图书,330,5,1,0,0,0,0,0
10404346574,James Ensor: The Temptation of Saint Anthony,"[{""店铺： "":""北京市图书进出口有限公司（bpiec)""},{""出版社：\n                    "":[""外文书店""]},""ISBN：9780300203912"",""商品编码：10404346574"",""出版时间：1990-01-01""]",图书,560,5,1,0,0,0,0,0
10839340432,Ensor et les avant-gardes a la mer,"[{""店铺： "":""国际图书快线专营店""},{""出版社：\n                    "":[""RL H042""]},""ISBN：9782874156892"",""商品编码：10839340432"",""包装：精装"",""出版时间：2006-11-09"",""页数：255"",""正文语种：法文""]",图书,306,5,1,0,0,0,0,0
26843798973,【Basic Art 2.0】ENSOR詹姆斯恩索尔TaschenUlrikeBecksMalorn,"[{""店铺： "":""联合书店专卖店""},{""出版社：\n                    "":[""Taschen""]},""ISBN：9783836560566"",""商品编码：26843798973""]",图书,120,5,1,0,0,0,0,0
10848955818,比利时画家恩索尔James Ensor Precurseurde l'artmoderne,"[{""店铺： "":""国际图书快线专营店""},{""出版社：\n                    "":[""Renaissance du Livre M275""]},""ISBN：9782804602956"",""商品编码：10848955818"",""包装：平装"",""出版时间：1999-08-25"",""页数：144"",""正文语种：法文""]",图书,187,5,1,0,0,0,0,0
17816546526,优雅的Ruby Avdi Grimm 华中科技大学出版社,"[{""店铺： "":""南源图书专营店""},{""出版社：\n                    "":[""华中科技大学出版社""]},""ISBN：9787568024891"",""商品编码：17816546526"",""包装：平装-胶订"",""出版时间：2017-03-01""]",图书,42.8,5,1,0,0,0,0,0
17816569243,优雅的Ruby Avdi Grimm 华中科技大学出版社,"[{""店铺： "":""诺鼎言图书专营店""},{""出版社：\n                    "":[""华中科技大学出版社""]},""ISBN：9787568024891"",""商品编码：17816569243"",""包装：平装-胶订"",""出版时间：2017-03-01""]",图书,42.8,5,1,0,0,0,0,0
1306802075,Grimm's Fairy Tales,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Egmont UK Ltd""]},""ISBN：9781405267380"",""商品编码：1306802075"",""包装：精装"",""外文名称："",""出版时间：2014-09-01"",""页数：176"",""正文语种：英语""]",图书,263,5,1,0,0,0,0,0
11149114723,格林童话-浙教版 格林兄弟(Jacob Grimm & Wilhelm Grimm) 97,"[{""店铺： "":""左右视界图书专营店""},{""出版社：\n                    "":[""浙江教育出版社""]},""ISBN：9787553650333"",""商品编码：11149114723"",""包装：平装-胶订"",""出版时间：2017-01-01""]",图书,19.6,5,1,0,0,0,0,0
21329355582,The Professional Diplomat,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Princeton University P...""]},""ISBN：9780691648927"",""商品编码：21329355582"",""包装：精装"",""外文名称："",""出版时间：2016-04-19"",""页数：420"",""正文语种：英语""]",图书,1693,5,1,0,0,0,0,0
1099330784,"Meter in Music, 1600-1800: Performance, Pe...","[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Indiana University Press""]},""ISBN：9780253213914"",""商品编码：1099330784"",""包装：平装"",""外文名称："",""出版时间：2000-06-01"",""页数：188"",""正文语种：英语""]",图书,347,5,1,0,0,0,0,0
11151301959,The Box,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Lulu com""]},""ISBN：9781300172185"",""商品编码：11151301959"",""包装：平装"",""外文名称："",""出版时间：2012-09-07"",""页数：240"",""正文语种：英语""]",图书,262,5,1,0,0,0,0,0
11150591782,Minimum Safe Distance,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Lulu com""]},""ISBN：9781300181996"",""商品编码：11150591782"",""包装：平装"",""外文名称："",""出版时间：2008-09-09"",""页数：278"",""正文语种：英语""]",图书,210,5,1,0,0,0,0,0
1312933459,洞察力的秘密 加里 克莱因 (Gary Klein) 9787508645797,"[{""店铺： "":""亚运村图书大厦""},{""出版社：\n                    "":[""中信出版社""]},""ISBN：9787508645797"",""商品编码：1312933459"",""包装：精装"",""出版时间：2014-09-01""]",图书,27,5,1,0,0,0,0,0
1239874305,初等几何的著名问题 克莱因 （Klein F.） 9787040173895,"[{""店铺： "":""思诺华教图书专营店""},{""出版社：\n                    "":[""高等教育出版社""]},""ISBN：9787040173895"",""商品编码：1239874305"",""包装：平装"",""出版时间：2005-07-01""]",图书,11.1,5,1,0,0,0,0,0
1653622656,Brooklyn+klein,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Contrasto""]},""ISBN：9788869655340"",""商品编码：1653622656"",""包装：精装"",""外文名称："",""出版时间：2015-06-14"",""页数：116"",""正文语种：英语""]",图书,379,5,1,0,0,0,0,0
11121265247,Irwin Klein and the New Settlers: Photogra...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Bison Books""]},""ISBN：9780803285101"",""商品编码：11121265247"",""包装：精装"",""外文名称："",""出版时间：2016-06-01"",""页数：192"",""正文语种：英语""]",图书,412,5,1,0,0,0,0,0
26814218607,精益创业UX篇 高效用户体验设计 [美]克莱因(Laura Klein) 人民邮电出版社,"[{""店铺： "":""杰城图书专营店""},{""出版社：\n                    "":[""人民邮电出版社""]},""ISBN：9787115310125"",""商品编码：26814218607"",""包装：平装"",""出版时间：2016-02-01""]",图书,38.8,5,1,0,0,0,0,0
12737733687,【兽医书籍】默克兽医手册（第10版） [Gynthia M.Kahn，Scott Lin,"[{""店铺： "":""恒久图书专营店""},{""出版社：\n                    "":[""农业出版社""]},""ISBN：9787109207509"",""商品编码：12737733687"",""包装：精装"",""开本：16"",""出版时间：2015-12-01"",""页数：1996"",""字数：4112000""]",图书,298,5,0.97,0.03,30,0,1,0
11451838699,计算机视觉度量深入解析 [美]Scott Krig(斯科特·克里格) 人民邮电出版社,"[{""店铺： "":""诺鼎言图书专营店""},{""出版社：\n                    "":[""人民邮电出版社""]},""ISBN：9787115433046"",""商品编码：11451838699"",""包装：平装"",""出版时间：2016-10-01""]",图书,64.8,5,1,0,0,0,0,0
12109188559,"Photoshop CS6数码照片专业处理技法 [美] Scott Kelby；杨光伟,魏","[{""店铺： "":""博远慧达图书专营店""},{""出版社：\n                    "":[""人民邮电出版社""]},""ISBN：9787115315861"",""商品编码：12109188559"",""包装：平装"",""出版时间：2013-06-01""]",图书,51.04,5,1,0,1,0,0,0
23384531351,2K 9787111476368 氢能源和车辆系统 [美] Scott E. Grasma,"[{""店铺： "":""京文联发专营店""},{""出版社：\n                    "":[""机械工业出版社""]},""ISBN：9787111476368"",""商品编码：23384531351"",""包装：平装"",""出版时间：2014-10-01""]",图书,61.6,5,1,0,0,0,0,0
10841240519,弦理论 斯蒂文·斯科特·古布泽( StevenScottGubse,"[{""店铺： "":""社科教育图书专营店""},{""出版社：\n                    "":[""重庆大学出版社""]},""ISBN：9787562490234"",""版次：1"",""商品编码：10841240519"",""包装：平装"",""出版时间：2015-09-01""]",图书,22.6,5,1,0,0,0,0,0
10901031432,英文原版The Great Gatsby了不起的盖茨比 F.Scott Fitzgeral,"[{""店铺： "":""绿山墙进口英文儿童图书专营店""},{""出版社：\n                    "":[""Harperpress""]},""ISBN：9780007368655"",""商品编码：10901031432""]",图书,16,5,1,0,40,0,0,0
27138552960,特立独行——奥巴马母亲的传奇 上海译文出版社 [美]詹妮斯科特(Janny Scott)著,"[{""店铺： "":""扬州新华图书专营店""},{""出版社：\n                    "":[""上海译文出版社""]},""ISBN：9787532767083"",""商品编码：27138552960"",""包装：平装"",""出版时间：2015-05-01""]",图书,37.7,5,1,0,0,0,0,0
1207225724,Sloan vs. Ware and Bank of America Appel...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Ishi Press""]},""ISBN：9784871873703"",""商品编码：1207225724"",""包装：平装"",""外文名称："",""出版时间：2013-04-25"",""页数：66"",""正文语种：英语""]",图书,199,5,1,0,0,0,0,0
10710066482,Sloan vs. Ware and Bank of America Clerk...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Ishi Press""]},""ISBN：9784871873758"",""商品编码：10710066482"",""包装：平装"",""外文名称："",""出版时间：2013-03-07"",""页数：246"",""正文语种：英语""]",图书,298,5,1,0,0,0,0,0
12946263744,利他之心：善意的演化和力量 戴维·斯隆·威尔逊(David Sloan Wilson)、,"[{""店铺： "":""南源图书专营店""},{""出版社：\n                    "":[""机械工业出版社""]},""ISBN：9787111565932"",""商品编码：12946263744"",""包装：平装-胶订"",""出版时间：2017-05-01""]",图书,28.8,5,1,0,0,0,0,0
1039153612,【预订】Index to the Works of Adam Smith,"[{""店铺： "":""中国进口图书旗舰店""},{""出版社：\n                    "":[""Oxford University Press, USA""]},""ISBN：9780198285663"",""商品编码：1039153612""]",图书,1937,5,1,0,0,0,0,0
10076978818,"【预订】Speech of John Smith, Esquire: Not","[{""店铺： "":""中国进口图书旗舰店""},{""出版社：\n                    "":[""GaleSabinAmericana""]},""ISBN：9781275793385"",""商品编码：10076978818"",""页数：24""]",图书,108,5,1,0,0,0,0,0
1196212202,Venture Smith and the Business of Slavery ...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""University of Massachu...""]},""ISBN：9781558497405"",""商品编码：1196212202"",""包装：精装"",""外文名称："",""出版时间：2010-03-01"",""页数：279"",""正文语种：英语""]",图书,739,5,1,0,0,0,0,0
1457064673,【预订】The Smith - The Traditions and Lore of,"[{""店铺： "":""中国进口图书旗舰店""},{""出版社：\n                    "":[""Leffmann Press""]},""ISBN：9781446508558"",""商品编码：1457064673"",""页数：168""]",图书,339,5,1,0,0,0,0,0
19339153,The Swiss Family Robinson,"[{""出版社：\n                    "":""Knopf Doubleday Publishing Group""},{""ISBN：9780679436409"":[]},""商品编码：19339153"",""包装：精装"",""丛书名：\n            "",""\n  "",""出版时间：1994-09-27"",""页数：304"",""正文语种：英文""]",图书,127.8,5,1,0,10,0,0,0
1645091074,Engines of Enterprise: An Economic History...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Harvard University Press""]},""ISBN：9780674009844"",""商品编码：1645091074"",""包装：平装"",""外文名称："",""出版时间：2002-10-01"",""页数：336"",""正文语种：英语""]",图书,435,5,1,0,0,0,0,0
12264049565,Swiss Family Robinson,"[{""店铺： "":""中国教育图书进出口有限公司""},{""出版社：\n                    "":[""Penguin""]},""ISBN：9781447925842"",""商品编码：12264049565"",""包装：平装"",""出版时间：2012-06-01"",""正文语种：English""]",图书,94,5,1,0,0,0,0,0
26045053049,The Vanishing Middle Class: Prejudice and ...,"[{""店铺： "":""澜瑞外文Lanree图书专营店""},{""出版社：\n                    "":[""Mit Press""]},""ISBN：9780262535298"",""商品编码：26045053049"",""包装：平装"",""外文名称："",""出版时间：2018-03-06"",""页数：288"",""正文语种：英语""]",图书,210,5,1,0,0,0,0,0
1053758678,【预订】Donnie Walsh,"[{""店铺： "":""中国进口图书旗舰店""},{""出版社：\n                    "":[""Claud Press""]},""ISBN：9786137054482"",""商品编码：1053758678"",""页数：100""]",图书,590,5,1,0,0,0,0,0
1053798920,【预订】Gary Walsh,"[{""店铺： "":""中国进口图书旗舰店""},{""出版社：\n                    "":[""Brev Publishing""]},""ISBN：9786137225950"",""商品编码：1053798920"",""页数：156""]",图书,795,5,1,0,0,0,0,0
1055533310,【预订】Blanche Walsh,"[{""店铺： "":""中国进口图书旗舰店""},{""出版社：\n                    "":[""Dict""]},""ISBN：9786200631480"",""商品编码：1055533310"",""页数：84""]",图书,542,5,1,0,0,0,0,0
24169354264,"二手旧书正版优质提问教学法—让每个学生都参与其中(万千教育) (美)沃尔什(Walsh,J","[{""店铺： "":""正多贸易图书专营店""},{""出版社：\n                    "":[""中国轻工业出版社""]},""ISBN：9787501966912"",""商品编码：24169354264"",""包装：平装"",""出版时间：2009-01-01""]",图书,7.6,5,1,0,0,0,0,0
20135934060,"优质提问教学法—让每个学生都参与其中(万千教育) (美)沃尔什(Walsh,J.A.),(","[{""店铺： "":""北京东方博苑图书专营店""},{""出版社：\n                    "":[""中国轻工业出版社""]},""ISBN：9787501966912"",""商品编码：20135934060"",""包装：平装"",""出版时间：2009-01-01""]",图书,15.8,5,1,0,0,0,0,0
1054832307,【预订】Rollo Weeks,"[{""店铺： "":""中国进口图书旗舰店""},{""出版社：\n                    "":[""Utilpublishing""]},""ISBN：9786138903765"",""商品编码：1054832307"",""页数：60""]",图书,457,5,1,0,0,0,0,0
1049756165,【预订】Lee Weeks,"[{""店铺： "":""中国进口图书旗舰店""},{""出版社：\n                    "":[""Two Morrows Publishing""]},""ISBN：9781893905948"",""商品编码：1049756165"",""页数：124""]",图书,143,5,1,0,0,0,0,0
